alpha,beta,t_alpha,t_beta,p_beta,rsq,adj_rsq,n,portfolio,factor
0.005689373375928799,-0.002040243556025806,1.1165336132442634,-0.0040432821550519344,0.9967807640215511,1.38543460370677e-07,-0.008474436553628895,120,Asset 2,US AGG
0.003999550229993036,0.683296182547861,0.819312439205996,2.3781506202224545,0.019005806056263803,0.04573671031016102,0.037649733278891206,120,Asset 2,Global AGG
0.0037125432860552273,-0.8926182466284602,0.7791710778745011,-3.3256762764256482,0.0011759885667618217,0.08569744445128391,0.07794911770934565,120,Asset 2,US Dollar
0.0053520188262621265,0.4226292083981862,1.1853528981382826,4.850888365955161,3.7920712356816367e-06,0.16626109001066325,0.15919550602770283,120,Asset 2,Commodities
3.612243379775616e-05,1.7253326688713218,0.012274712011611035,14.857395009270173,8.608104050569225e-29,0.6516524816922495,0.6487003840794721,120,Asset 2,Long Short HF
-0.003926773261761348,2.1295899671555656,-1.1860162591831969,12.641132434078306,1.1054113734682902e-23,0.5752312736727718,0.571631538703897,120,Asset 2,Event Driven HF
0.0018585280736381014,2.318369363083543,0.49929571146736945,9.622741811759095,1.5716256052604012e-16,0.43968855034145493,0.4349401482257046,120,Asset 2,HF FOF Div
-0.0040682182403988625,2.4357248363782817,-1.0478377123098388,9.387626753256463,5.647873381887795e-16,0.42753888075130353,0.42268751533394167,120,Asset 2,Relative Value HF
2.871603249183282e-05,0.9931208808807354,0.006465123714598922,5.938293990084585,2.9712621173395987e-08,0.23008330984522074,0.22355859213204465,120,Asset 2,EM Bond
0.005306359742828389,0.11844709112073597,1.0621790267127376,0.5035397360152803,0.6155235801680283,0.002144140796519367,-0.006312264789950728,120,Asset 2,TIPs
-0.0015279377778905127,1.2173081467357056,-0.41345427600177787,10.072680780327298,1.3480218877261388e-17,0.4623138955844277,0.4577572336826008,120,Asset 2,High Yield
0.00030874531497367694,0.9948630380832938,0.11866783321389705,17.72055063382052,4.780108294351607e-35,0.7268631786624647,0.7245484598375704,120,Asset 2,MSCI World
0.0004405896572879885,0.6391760022752722,0.13033191418203308,11.784366907488943,1.1572457764788472e-21,0.5406259927310393,0.536732992669438,120,Asset 2,MSCI Canada
0.0011749281622606882,0.7954821739621928,0.3727030557971086,13.25465497301369,4.075598368553245e-25,0.5982101671986644,0.5948051686156022,120,Asset 2,MSCI EAFE
-3.609447565557067e-05,0.5739823862675503,-0.010608047249585384,11.680448851144565,2.039606854015513e-21,0.5362234727201614,0.5322931631669424,120,Asset 2,MSCI EM Equity
0.0011097047513895213,0.733456251763336,0.3569637977414335,13.566165169788688,7.718413450898673e-26,0.6093243515999623,0.606013541020301,120,Asset 2,MSCI Europe
