Asset 1,Asset 2,Asset 3,Asset 4,Asset 5,weights_tuple,annualized_return,annualized_volatility,sharpe_zero_rf,required_annual_return,full_history_terminal_wealth,full_history_max_drawdown_pct_peak,full_history_max_drawdown_pct_initial,monthly_var_99_empirical,meets_return_goal_average,rolling_windows,rolling_mean_terminal_wealth,rolling_median_terminal_wealth,rolling_worst_terminal_wealth,rolling_best_terminal_wealth,rolling_target_hit_rate,rolling_drawdown_safe_rate,rolling_worst_drawdown_pct_initial,rolling_best_drawdown_pct_initial,meets_target_goal_99pct,meets_drawdown_goal_99pct,meets_all_goals_99pct
0.5,0.0,0.05,0.05,0.4,"(0.5, 0.0, 0.05, 0.05, 0.4)",0.0515699796121909,0.04288252794228997,1.2025872094479186,0.0601580065221875,26605978.00357921,-0.08816151991138454,-0.1148792902537007,0.031867516666839825,0.0,61.0,23221626.320329167,23423107.498303592,20897983.601038117,24480505.366834577,0.7540983606557377,1.0,-0.1148792902537007,-0.07956540848957923,0.0,1.0,0.0
0.35000000000000003,0.0,0.05,0.1,0.5,"(0.35, 0.0, 0.05, 0.1, 0.5)",0.05212568035509468,0.04758567537145485,1.0954069675002078,0.0601580065221875,26733883.397627395,-0.10203115802280194,-0.1349677439954252,0.03540048713358733,0.0,61.0,23263851.46837199,23369016.07391139,20745280.05992443,24651966.905232042,0.7377049180327869,1.0,-0.1349677439954252,-0.08948491350145804,0.0,1.0,0.0
0.30000000000000004,0.0,0.05,0.15000000000000002,0.5,"(0.3, 0.0, 0.05, 0.15, 0.5)",0.051978628641382585,0.04754624135442734,1.0932226640990312,0.0601580065221875,26692399.13283142,-0.10255349387027368,-0.13650244436769188,0.03579297874455267,0.0,61.0,23223698.021107588,23389427.685696926,20564718.687188685,24585832.660044927,0.7377049180327869,1.0,-0.13650244436769188,-0.08888771426190611,0.0,1.0,0.0
0.45,0.0,0.05,0.05,0.45,"(0.45, 0.0, 0.05, 0.05, 0.45)",0.051921812188458816,0.04530781258664128,1.1459792301641072,0.0601580065221875,26690698.66146794,-0.09486726678712731,-0.12416636471772566,0.03334344624573038,0.0,61.0,23263054.923025634,23386409.530499864,20905044.818650905,24588074.70924351,0.7377049180327869,1.0,-0.12416636471772566,-0.08521980557844001,0.0,1.0,0.0
0.4,0.0,0.05,0.1,0.45,"(0.4, 0.0, 0.05, 0.1, 0.45)",0.05178224876358417,0.0451055864620856,1.1480229573583034,0.0601580065221875,26651079.579414878,-0.09535521867659269,-0.12558023501340218,0.033830247705696245,0.0,61.0,23223723.89409924,23408301.239045125,20748012.550571624,24534360.641732085,0.7377049180327869,1.0,-0.12558023501340218,-0.08422862803873772,0.0,1.0,0.0
0.45,0.0,0.05,0.1,0.4,"(0.45, 0.0, 0.05, 0.1, 0.4)",0.05143021954834626,0.04267304056571518,1.2052157255854616,0.0601580065221875,26566425.103327144,-0.08865553206427579,-0.11624036678508773,0.03235431812680569,0.0,61.0,23182588.738727625,23422752.04320345,20749435.778453216,24518799.175566558,0.7377049180327869,1.0,-0.11624036678508773,-0.07997731292307046,0.0,1.0,0.0
0.35000000000000003,0.05,0.05,0.1,0.45,"(0.35, 0.05, 0.05, 0.1, 0.45)",0.05369751538255896,0.04716009661032866,1.1386218273946138,0.0601580065221875,27144653.27241171,-0.10787291541171595,-0.1416097003989859,0.03525402577479273,0.0,61.0,23244452.896825764,23416386.013296798,20966223.580431182,24585723.48342349,0.7213114754098361,1.0,-0.14175745121475786,-0.08877472928030458,0.0,1.0,0.0
0.4,0.05,0.05,0.1,0.4,"(0.4, 0.05, 0.05, 0.1, 0.4)",0.053350095134147235,0.04473852717497836,1.1924866217765258,0.0601580065221875,27059714.620196495,-0.10122205087989411,-0.1322877981409356,0.03377809619590218,0.0,61.0,23204000.7074304,23446749.066991623,20969277.52225323,24530449.50214306,0.7213114754098361,1.0,-0.1324631588736971,-0.08421701125462663,0.0,1.0,0.0
0.5,0.05,0.05,0.05,0.35000000000000003,"(0.5, 0.05, 0.05, 0.05, 0.35)",0.053142906643701915,0.04237806359925575,1.254019229057819,0.0601580065221875,27015273.312702723,-0.09406046720023087,-0.12162903871599212,0.031815365157045764,0.0,61.0,23203026.137975305,23460442.55207448,21119090.807141267,24477691.810724996,0.7213114754098361,1.0,-0.12187078975429738,-0.0799901700295123,0.0,1.0,0.0
0.4,0.0,0.05,0.05,0.5,"(0.4, 0.0, 0.05, 0.05, 0.5)",0.052265043219155594,0.047781184493003497,1.0938415146825977,0.0601580065221875,26773564.961583473,-0.10154925853060848,-0.13350080756350793,0.03505397928913211,0.0,61.0,23303474.73314924,23441784.502611633,20910784.52660826,24744010.859187394,0.7213114754098361,1.0,-0.13350080756350793,-0.09050845157755125,0.0,1.0,0.0
