Asset 1,Asset 2,Asset 3,Asset 4,Asset 5,weights_tuple,annualized_return,annualized_volatility,sharpe_zero_rf,required_annual_return,full_history_terminal_wealth,full_history_max_drawdown_pct_peak,full_history_max_drawdown_pct_initial,monthly_var_99_empirical,meets_return_goal_average,rolling_windows,rolling_mean_terminal_wealth,rolling_median_terminal_wealth,rolling_worst_terminal_wealth,rolling_best_terminal_wealth,rolling_target_hit_rate,rolling_drawdown_safe_rate,rolling_worst_drawdown_pct_initial,rolling_best_drawdown_pct_initial,meets_target_goal_99pct,meets_drawdown_goal_99pct,meets_all_goals_99pct
0.35000000000000003,0.1,0.05,0.15000000000000002,0.35000000000000003,"(0.35, 0.1, 0.05, 0.15, 0.35)",0.05466022342639443,0.04671409573451432,1.1701012845681433,0.0601580065221875,27403830.707877927,-0.10761827085093068,-0.1403800791099053,0.03445142009997738,0.0,61.0,23131837.424313683,23363690.142589394,20637333.265157163,24555390.83593099,0.6885245901639344,1.0,-0.14106767734484332,-0.07695413744607195,0.0,1.0,0.0
0.35000000000000003,0.0,0.05,0.25,0.35000000000000003,"(0.35, 0.0, 0.05, 0.25, 0.35)",0.05060372046400152,0.04074919400678328,1.2418336533374825,0.0601580065221875,26350829.799109444,-0.08530131189725632,-0.11363826171967532,0.03233879292781274,0.0,61.0,23021056.54697089,23429580.17659338,20210090.177619826,24610129.372934274,0.6885245901639344,1.0,-0.11363826171967532,-0.0731247794268748,0.0,1.0,0.0
0.30000000000000004,0.1,0.05,0.2,0.35000000000000003,"(0.3, 0.1, 0.05, 0.2, 0.35)",0.0544869826316452,0.04720659987388849,1.1542238326252283,0.0601580065221875,27354831.301327173,-0.10874079127317271,-0.14280810591922183,0.03506738207309997,0.0,61.0,23088579.108373225,23368441.320363425,20690643.127545193,24581122.41138904,0.6721311475409836,1.0,-0.1434581533496589,-0.07668916292129975,0.0,1.0,0.0
0.25,0.1,0.05,0.25,0.35000000000000003,"(0.25, 0.1, 0.05, 0.25, 0.35)",0.054306036777839406,0.04784990136234738,1.1349247382267813,0.0601580065221875,27304012.684895486,-0.11043685725569363,-0.14604323361148416,0.03568334404622256,0.0,61.0,23044807.00479217,23316756.803560108,20626449.435948424,24613832.30539352,0.6721311475409836,1.0,-0.14665664877422008,-0.07642465606359475,0.0,1.0,0.0
0.35000000000000003,0.1,0.05,0.2,0.30000000000000004,"(0.35, 0.1, 0.05, 0.2, 0.3)",0.054126549827389514,0.04505937367525036,1.201227301060322,0.0601580065221875,27266072.98619834,-0.1021585012416999,-0.1335673691115102,0.033547783723163166,0.0,61.0,23047403.208485525,23313640.71343937,20783415.97692913,24565257.86559846,0.6721311475409836,1.0,-0.1342154210593508,-0.07221726412396444,0.0,1.0,0.0
0.30000000000000004,0.1,0.05,0.25,0.30000000000000004,"(0.3, 0.1, 0.05, 0.25, 0.3)",0.05394542024064286,0.04573683728066725,1.1794742148348185,0.0601580065221875,27215358.99219587,-0.10346189478316536,-0.1362111089452735,0.034163745696285754,0.0,61.0,23003928.836243384,23292717.05159849,20628356.1876708,24597910.43416181,0.6721311475409836,1.0,-0.13682029586176822,-0.0719776321556177,0.0,1.0,0.0
0.35000000000000003,0.05,0.05,0.2,0.35000000000000003,"(0.35, 0.05, 0.05, 0.2, 0.35)",0.05267323163741877,0.042882890103333744,1.2283041443917027,0.0601580065221875,26882717.898616023,-0.0963611307454958,-0.1270294797825811,0.03327576953694336,0.0,61.0,23079990.192822568,23386703.72638339,20604780.434474975,24585786.586344052,0.6721311475409836,1.0,-0.12714045901377583,-0.07913074096856369,0.0,1.0,0.0
0.30000000000000004,0.05,0.05,0.25,0.35000000000000003,"(0.3, 0.05, 0.05, 0.25, 0.35)",0.05250129453118668,0.04339443406810518,1.2098624088238779,0.0601580065221875,26834933.662443925,-0.09767677126694296,-0.12966284822176458,0.03376257099690923,0.0,61.0,23037935.635684155,23375961.817276176,20422994.259620257,24619674.45601832,0.6721311475409836,1.0,-0.12972770502949382,-0.07884533195064403,0.0,1.0,0.0
0.25,0.05,0.05,0.30000000000000004,0.35000000000000003,"(0.25, 0.05, 0.05, 0.3, 0.35)",0.052321678308156594,0.044069322776060224,1.1872585057417604,0.0601580065221875,26785366.344399042,-0.09899768271994891,-0.1323297425572508,0.0342493724568751,0.0,61.0,22995363.96805383,23330619.93334974,20242099.492656987,24652482.96138014,0.6721311475409836,1.0,-0.13234672843156672,-0.07856042331121965,0.0,1.0,0.0
0.35000000000000003,0.05,0.05,0.25,0.30000000000000004,"(0.35, 0.05, 0.05, 0.25, 0.3)",0.052136085396331966,0.041162306685689216,1.2665977588291468,0.0601580065221875,26746539.691583995,-0.09105954803450111,-0.1203441172496306,0.03228664141801868,0.0,61.0,22996361.899373293,23358568.153414857,20423310.224310577,24602399.96272886,0.6721311475409836,1.0,-0.12043872870937052,-0.07444893614275609,0.0,1.0,0.0
