Asset 1,Asset 2,Asset 3,Asset 4,Asset 5,weights_tuple,distance_l1,annualized_return,annualized_volatility,sharpe_zero_rf,required_annual_return,full_history_terminal_wealth,full_history_max_drawdown_pct_peak,full_history_max_drawdown_pct_initial,monthly_var_99_empirical,meets_return_goal_average,rolling_windows,rolling_mean_terminal_wealth,rolling_median_terminal_wealth,rolling_worst_terminal_wealth,rolling_best_terminal_wealth,rolling_target_hit_rate,rolling_drawdown_safe_rate,rolling_worst_drawdown_pct_initial,rolling_best_drawdown_pct_initial,meets_target_goal_99pct,meets_drawdown_goal_99pct,meets_all_goals_99pct
0.33,0.08,0.07,0.21,0.31,"(0.33, 0.08, 0.07, 0.21, 0.31)",0.12000000000000005,0.054302412487198026,0.04674704390750027,1.161622381826919,0.0601580065221875,27282465.264010098,-0.11020919859199863,-0.14766301611351615,0.0346250671693373,0.0,61.0,23030344.370167848,23255542.041421488,20452299.66803823,24772177.23157515,0.7049180327868853,1.0,-0.14807306718548244,-0.07775143056934078,0.0,1.0,0.0
0.35000000000000003,0.08,0.07,0.2,0.3,"(0.35, 0.08, 0.07, 0.2, 0.3)",0.14000000000000004,0.054266173439686316,0.046196237132185264,1.1746881739395754,0.0601580065221875,27274773.359630838,-0.1086402902333401,-0.14523034573353744,0.034197955104725425,0.0,61.0,23030752.71538906,23247274.26490409,20489037.775054686,24762313.873842414,0.7049180327868853,1.0,-0.14565291312916184,-0.07691972758762042,0.0,1.0,0.0
0.35000000000000003,0.15,0.04,0.2,0.26,"(0.35, 0.15, 0.04, 0.2, 0.26)",0.2,0.055138597565666414,0.04785301629012643,1.1522491546064408,0.0601580065221875,27551924.233987056,-0.11341990067081154,-0.14684027520516102,0.0347185143869159,0.0,61.0,23022517.656306215,23252392.85509981,20268390.232401118,24553142.251826324,0.6885245901639344,1.0,-0.14814404548732005,-0.0663134680025414,0.0,1.0,0.0
0.35000000000000003,0.14,0.05,0.21,0.25,"(0.35, 0.14, 0.05, 0.21, 0.25)",0.18000000000000005,0.055111546701061,0.04787627094660698,1.1511244633593751,0.0601580065221875,27530812.186231285,-0.11336960548381181,-0.14812901034382958,0.03457238456188223,0.0,61.0,22997148.033713102,23233320.69641286,20409710.2782513,24541722.112473045,0.6885245901639344,1.0,-0.14929951466938254,-0.06611700723864283,0.0,1.0,0.0
0.34,0.12,0.06,0.2,0.28,"(0.34, 0.12, 0.06, 0.2, 0.28)",0.13999999999999996,0.055104004552811725,0.04804774798562049,1.1468592569479634,0.0601580065221875,27511500.282848544,-0.11272170842376383,-0.14858211076593358,0.03473477723145896,0.0,61.0,23023322.994282335,23309060.659440216,20576552.447882477,24648803.99873933,0.6885245901639344,1.0,-0.14949137997976733,-0.07128286923823837,0.0,1.0,0.0
0.34,0.15,0.04,0.21,0.26,"(0.34, 0.15, 0.04, 0.21, 0.26)",0.18000000000000002,0.05510175337072498,0.047993036973787075,1.148119744970933,0.0601580065221875,27541508.48378993,-0.11394196795895717,-0.14771706005922766,0.03489794228807741,0.0,61.0,23013567.684626125,23224833.71626031,20278619.530342814,24547753.869215842,0.6885245901639344,1.0,-0.14901732063269346,-0.06632493327599909,0.0,1.0,0.0
0.33,0.13,0.05,0.2,0.29,"(0.33, 0.13, 0.05, 0.2, 0.29)",0.12000000000000002,0.055100193054874014,0.0480438194743473,1.1468737010864514,0.0601580065221875,27523568.43569273,-0.11329085084232371,-0.1481750375089426,0.035027568879522596,0.0,61.0,23039898.743051484,23277586.102138277,20445267.275927953,24552702.052787043,0.6885245901639344,1.0,-0.1492147504926682,-0.06977137758968832,0.0,1.0,0.0
0.32,0.14,0.04,0.2,0.3,"(0.32, 0.14, 0.04, 0.2, 0.3)",0.12000000000000002,0.05509114007869753,0.04814559220835271,1.1442613446374816,0.0601580065221875,27534424.986733455,-0.11386163645296798,-0.14776329612016326,0.03535312660571777,0.0,61.0,23056617.23370567,23323888.093476392,20314145.419973023,24590983.127145562,0.6885245901639344,1.0,-0.1489329171777703,-0.06823866990781204,0.0,1.0,0.0
0.33,0.15,0.04,0.22,0.26,"(0.33, 0.15, 0.04, 0.22, 0.26)",0.16,0.055064600643939254,0.04813883852116083,1.143870569700887,0.0601580065221875,27531019.744569555,-0.11446405178855934,-0.14859578918687233,0.03507737018923892,0.0,61.0,23004597.442606516,23218648.109822363,20288820.33400517,24542318.26094047,0.6885245901639344,1.0,-0.14989243512875938,-0.0663365831467679,0.0,1.0,0.0
0.31,0.14,0.04,0.21,0.3,"(0.31, 0.14, 0.04, 0.21, 0.3)",0.10000000000000003,0.05505468704898431,0.04827711759079052,1.1403888590789997,0.0601580065221875,27524114.502786033,-0.11438315761261775,-0.1486424866013237,0.03553255450687929,0.0,61.0,23047687.34497166,23334138.52158109,20324440.411182784,24585641.10085997,0.6885245901639344,1.0,-0.14980778276357137,-0.06819642656314517,0.0,1.0,0.0
0.29,0.13,0.04,0.2,0.34,"(0.29, 0.13, 0.04, 0.2, 0.34)",0.14000000000000004,0.055035880242776836,0.048590404376659124,1.1326491505638479,0.0601580065221875,27514987.87676401,-0.11430853604324576,-0.14869219242704101,0.03598773882451966,0.0,61.0,23089903.44152412,23368984.9101801,20359195.311637275,24627728.287720043,0.6885245901639344,1.0,-0.1497264566296662,-0.07237093838526784,0.0,1.0,0.0
0.35000000000000003,0.15,0.04,0.21,0.25,"(0.35, 0.15, 0.04, 0.21, 0.25)",0.20000000000000004,0.05502775319870978,0.047615980421426396,1.155657254385719,0.0601580065221875,27523152.06119161,-0.11258365993342845,-0.14585109325217208,0.034452662058434065,0.0,61.0,23005078.427013338,23209096.335295636,20296568.348536797,24531594.329305716,0.6885245901639344,1.0,-0.14714387245220795,-0.06528479911708025,0.0,1.0,0.0
0.34,0.13,0.05,0.2,0.28,"(0.34, 0.13, 0.05, 0.2, 0.28)",0.13999999999999999,0.055027281761006464,0.047645786051333426,1.1549244187454528,0.0601580065221875,27505490.99238324,-0.11192976451660808,-0.14629016399467862,0.03458228864987926,0.0,61.0,23031588.53099028,23262565.957699016,20463497.392898966,24549461.232245665,0.6885245901639344,1.0,-0.1473254025155337,-0.06887808143946032,0.0,1.0,0.0
0.33,0.14,0.04,0.2,0.29,"(0.33, 0.14, 0.04, 0.2, 0.29)",0.14000000000000004,0.055018345219078224,0.047745963246882,1.152314069664751,0.0601580065221875,27516373.709323682,-0.11250143332102036,-0.14589356389700084,0.034907846376074435,0.0,61.0,23048247.534555763,23322871.4671035,20332263.155079015,24574989.71434109,0.6885245901639344,1.0,-0.14705720636658495,-0.06734145118653899,0.0,1.0,0.0
0.34,0.15,0.04,0.22,0.25,"(0.34, 0.15, 0.04, 0.22, 0.25)",0.18000000000000002,0.0549905932693302,0.0477630842103056,1.1513199823361733,0.0601580065221875,27512667.88406577,-0.11310658795253314,-0.14672788312799256,0.034632089959595574,0.0,61.0,22996120.262080394,23211012.26032179,20306775.898547467,24526160.924283788,0.6885245901639344,1.0,-0.148017205165529,-0.06529664045729199,0.0,1.0,0.0
0.33,0.13,0.05,0.21,0.28,"(0.33, 0.13, 0.05, 0.21, 0.28)",0.12,0.05499057286965714,0.047783913548733195,1.150817687077349,0.0601580065221875,27495134.218773156,-0.11245263449931409,-0.14717376348621958,0.03476171655104077,0.0,61.0,23022753.532505177,23276082.33779025,20473839.92969626,24555930.366328888,0.6885245901639344,1.0,-0.1482041146935957,-0.06883477957794587,0.0,1.0,0.0
0.32,0.14,0.04,0.21,0.29,"(0.32, 0.14, 0.04, 0.21, 0.29)",0.12000000000000005,0.05498188484734512,0.04787873730313496,1.1483570358014656,0.0601580065221875,27506067.541452944,-0.11302379990760958,-0.14677080968298928,0.035087274277235944,0.0,61.0,23039329.673595734,23333895.932098895,20342565.028651733,24569649.77140486,0.6885245901639344,1.0,-0.1479302857897145,-0.06730021026340355,0.0,1.0,0.0
