Date,US Muni,US Tbill 1-3yr,US AGG,Global AGG,US Dollar,Commodities,Long Short HF,Event Driven HF,HF FOF Div,Relative Value HF,EM Bond,TIPs,High Yield,MSCI World,MSCI Canada,MSCI EAFE,MSCI EM Equity,MSCI Europe,MSCI Japan,MSCI Asia ex-J,US Growth,US Value,US Small Cap,US Mid Cap,Gold,S&P500,Cash
2004-01-30,0.004513622666162176,0.0021072107724726674,0.008045302303097301,0.003732889644426418,-0.020592771687023226,0.018131402072775415,0.019500001757627894,0.02798999817435943,0.015380019766567221,0.012109999197901677,0.0051267545875612885,0.012326081607708428,0.016153007630561822,0.01604588059497214,0.010467978462811445,0.014140665903047855,0.03492137072701329,0.011691090270627091,0.018092314197255543,0.060155691600111805,0.020422331878443112,0.017583723898703107,0.043445898834019836,0.02905047632260449,-0.03129137080274402,0.01835497205994807,0.0007313059906148833
2004-02-27,0.014482163709197193,0.005026156528874948,0.010824141946975452,0.005152215123146897,0.0056063937953703125,0.06488200964222268,0.011099998870124805,0.012020002834621124,0.01090998288242817,0.005500007718572064,0.003482482059940839,0.024775375158766044,-0.0010965910322259242,0.016745270710005755,0.021644466961615372,0.02308435683325194,0.045857114741192806,0.0292893109030139,-0.0029369057084474015,0.03351922555492837,0.006353289533575612,0.021431799727290812,0.008964331547465454,0.021534399707893837,-0.015654118524040306,0.013899443828627511,0.0007307715729858444
2004-03-31,-0.004776490633240926,0.0032149418248621497,0.007488986784141005,0.011076523950998451,0.018216191177127472,0.030877435445310297,0.00358999767393664,0.0005799997108080213,0.004440021858366672,0.004329989381197885,0.02495881095102881,0.01739017336618076,0.006671381833013745,-0.006635614185868222,-0.0049301963957668615,0.005626733908848491,0.012497891061996391,-0.031163745724708702,0.1342724971675584,-0.017081108676692658,-0.01855019041638739,-0.00875207880620743,0.009319665270917543,0.00020896228230804503,0.07648617947747072,-0.015086232619203943,0.0007910910971824503
2004-04-30,-0.020876863765653453,-0.010071722875019007,-0.02601661565369484,-0.03656403634352956,0.011406883619535124,-0.017736548307438538,-0.02077999745755299,-0.005619990956386323,-0.007090001346194086,-0.005059998751028583,-0.05431102294880119,-0.04649606328818845,-0.006601307330403872,-0.020481467970296485,-0.08338931027871932,-0.02262094101449308,-0.08188063986874494,-0.008294192089214558,-0.054216945090485025,-0.05496883656509699,-0.011625293421694494,-0.024439606499827016,-0.050984403791642596,-0.036717448553788334,-0.09309414937272831,-0.015698428278862364,0.0007904657667516801
2004-05-31,-0.0022641617192471486,-0.001130466060325963,-0.004005870672537215,0.004900361172327727,0.016968154029693983,0.016954736383852254,-0.0019099969219866786,-0.003120000820937885,-0.008780017045135313,-0.003449993799749862,-0.014827673501862426,0.01644373639546992,-0.01571150875609617,0.009111006205511751,0.026529006996956372,0.0033625107145234256,-0.019950298765845753,0.016240393355223093,-0.03511269599612177,-0.03358676070959654,0.01863884818484185,0.010198344223200317,0.015916285728868163,0.02481301063577801,0.02275371687136385,0.013722898767690728,0.0007898414241447327
2004-06-30,0.0033728520634501713,-0.00010288595092333708,0.005651578454657358,0.002922565977729219,-0.015797071838957955,-0.04146226706158218,0.010649995400360268,0.017579991357553837,0.003600012596994606,0.0016100010732003067,0.014683748761058713,-0.0026148152171382444,0.014527412749562485,0.02052881182659716,0.04235896341019041,0.021910248976547253,0.004259319933332506,0.01337571319078057,0.05385501469008447,-0.009028150769327947,0.012495750518637605,0.023628197992438205,0.042113399073793856,0.027662370933069003,-0.0032865630135254786,0.01944493698096439,0.0006677999028654735
2004-07-30,0.011548622371622796,0.0036528270823688036,0.00991225499491466,-0.0002074828000888651,-0.012661880678798143,0.01766682089762428,-0.018820000186060226,-0.009310003932057498,-0.005649998580187221,0.006519986536792199,0.029702253898194586,0.01613455314911616,0.013476433079504968,-0.032649903525320934,0.0007872965104398499,-0.03245353316997723,-0.01830548384351338,-0.027519388108189657,-0.05928032163847152,-0.020739512677246386,-0.056532161459125096,-0.014086672504082798,-0.06733318747010109,-0.043723072754369374,-0.008116677235256775,-0.033096937979278374,0.0009706970818419425
2004-08-31,0.01810154980285139,0.007125281935616012,0.019075174108971638,0.021887266998019905,0.002919277978339352,-0.018225954391624777,-0.0036700004274193843,0.004910002345558162,-9.000646296408732e-05,0.008250015084825701,0.04128311432787579,0.02597651165995507,0.018171957263638072,0.004395219435098241,0.00018400078716918067,0.004416109364336229,0.04146949391323207,0.0006033724777831928,0.007243622553055662,0.048217875776296326,-0.0049383484064629,0.014221380375331938,-0.005139345037238452,0.004329666717670655,0.048075693645313944,0.004044941605236829,0.0010909752106187387
2004-09-30,0.0037546187029973144,-0.0008143736957295644,0.0027134996608124684,0.011817089718343832,-0.005206461541296892,0.0684664513582951,0.019870005724299533,0.013649998798765273,0.008239999944435361,0.0035599860348356493,0.0166346121402301,0.0015744976158673651,0.013931552851262685,0.018917543914197976,0.07563844889309945,0.02613566863671002,0.05769484235718503,0.040104961928549177,-0.02345812045171758,0.038444515192222806,0.009510898262141243,0.015501419447746523,0.04694555894284114,0.032462292843398854,0.020495303159692613,0.010830590712639587,0.0012108736453351199
2004-10-29,0.006747255196421387,0.0031582700830319332,0.008385744234800763,0.023953957382419455,-0.022843062786001567,0.016922450702526737,0.004749992646991386,0.014890002029396276,0.007779995391114181,0.0031099990615002238,0.016096913375373223,0.0142003546363485,0.019280205655527016,0.024470421531105124,0.06289942357247869,0.03409970856667788,0.023892911485387414,0.03609565577247564,0.026112688929746275,0.0065278837094531195,0.015596336929305066,0.016623797715174193,0.019683992329490696,0.027577688633357855,0.02462641960549905,0.015277271954742933,0.0012094092036039061
